audio_path,Inference_result
st_set3_collectorgs195_speakergs1320_26_8.wav, 밀가루가 너무 세게 부어서 못먹겠는데 냉장고에 다른 과일이 있으면 좀 내올래요?
st_set3_collectorgs195_speakergs1320_27_8.wav, 오랜만에 저 캐를 보니까 못 알아볼 정도로 훌쩍 꺼버려서 깜짝 놀랬대.
st_set3_collectorgs195_speakergs1320_28_8.wav, 수술비가 한두 푼이 아닌데 갑자기 돈이 밥을 하면은 어쩌란 말이고
st_set3_collectorgs195_speakergs1320_29_8.wav, 추석 때 차례 지내면서 조상한테 감사하다고 감사하다고 인사를 잘해야 한대
st_set3_collectorgs195_speakergs1320_2_8.wav, 수박은 큰 게 맛있다고 하는데 참외는 작은 게 맛있는 건가요?
st_set3_collectorgs195_speakergs1320_3_6.wav, 기단을 왜 짜는지 그 과정을 한번 말씀해 주실랍니까?
st_set3_collectorgs195_speakergs1320_4_7.wav, 마을 모순부는 날에는 사람들이 같이 이래저래 다니면서 토마시를 합니다.
st_set3_collectorgs195_speakergs1320_5_8.wav, 여유가 있는 사람들은 기아집 지을 때 보통 몇 칸짜리 집을 지었습니까?
st_set3_collectorgs195_speakergs1320_6_9.wav, 삼신할미한테 자식들 공부 잘하고 가족들 건강하게 해달라고 빌었지
st_set3_collectorgs195_speakergs1320_7_8.wav, 방에 가래떡하고 술을 차려놨으니까 편하게 드시면서 말씀하시소
st_set3_collectorgs195_speakergs1320_9_5.wav, 여름에 먹을 채소나 과일은 어디에 보관했습니까?
st_set3_collectorgs195_speakergs1352_0_11.wav, 진정동네하고 이동네하고 찰리 지낼때 상체름은 뭐가 다릅니까?
st_set3_collectorgs195_speakergs1352_100_10.wav, 농구수기라 젊은 사람은 함부로 없고 전부 농인들만 있으니깐 농사짓기가 힘들어
st_set3_collectorgs195_speakergs1352_102_8.wav, 오가심을 자를 때는 미리 선을 그어 놓아야 쪽팔이 잘 자를 수 있어요
st_set3_collectorgs195_speakergs1352_103_11.wav, 올해는 배취농세를 망후가 짐장을 하려는데 배취를 좀 사와가 당겨야 되겠네
st_set3_collectorgs195_speakergs1352_104_8.wav, 우리 며느리는 자식들을 잘 챙기고 착해가 내가 얼마나 자랑을 하고 땡긴다고
st_set3_collectorgs195_speakergs1352_105_10.wav, 배치 농사 한폭에 키우는 것도 이렇고럼 힘든디 어머니는 우여평생 농사를 짓고 살았을라
st_set3_collectorgs195_speakergs1352_106_8.wav, 비가 올 줄도 모르고 세차를 하루 종일 열심히 했는데 완전히 헛수고했대
st_set3_collectorgs195_speakergs1352_107_8.wav, 요새는 세월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 홀물이 많았다
st_set3_collectorgs195_speakergs1352_108_10.wav, 전화를 하고 싶었는데 얘기하는 중간에 전화를 하러 나오기가 어려워가 집에 전화 못했는디 못했니더
st_set3_collectorgs195_speakergs1352_109_9.wav, 어머니 지금 차타고 자 나가려고 하는데 혹시 읍내로 나가시면 태워 드릴께요
st_set3_collectorgs195_speakergs1352_10_10.wav, 어깨가 뻐근한디 얼음 뜸질 좀 하구로 냉장고에 얼음 좀 꺼내 도구레이
st_set3_collectorgs195_speakergs1352_11_10.wav, 마다를 계속 관리 잘해야지 안그러면 금세 잡초가 자래가 엉망이 되요
st_set3_collectorgs195_speakergs1352_12_10.wav, 옛날에는 먹을 것이 없었니끼니 겨울에 고두름도 맛있다고 따먹고 그랬지료.
st_set3_collectorgs195_speakergs1352_13_11.wav," 지사를 안 모실 것 같으면 모르지만, 지사를 모실 것 같으면 정성을 들어야 되니."
st_set3_collectorgs195_speakergs1352_14_11.wav, 밭이 별로 크지도 않으니 카베추보다는 상추같은걸 숨기는게 좋습니다
st_set3_collectorgs195_speakergs1352_15_10.wav, 옛날에는 혼자 짐장을 했는데 요즘은 힘들어가 동네 사람들하고 같이 합니다
st_set3_collectorgs195_speakergs1352_16_9.wav, 산에 가서 조금만 땡기면 지팽이 만들기 좋은 나무가 천지빛깔이 되요.
st_set3_collectorgs195_speakergs1352_17_10.wav, 다리도 아프고 날이 뜨거우니깐 저기 거릉지에서 잠시 쉬었다가 갑시다.
st_set3_collectorgs195_speakergs1352_18_12.wav, 돌이깨가 꽤나 무거우니까 허리 칠 수 있으니까 타작 칠 때 살살 두드리기 그래
st_set3_collectorgs195_speakergs1352_19_11.wav, 옛날에는 특별한 간식이 없었기 때문에 옥수수갱이나 잠잠것을 먹고 그랬습니다.
st_set3_collectorgs195_speakergs1352_1_12.wav, 둥가지로 썰 나무는 또 갈라가 저쪽 담장 밑에 쌓아두면 됩니다
st_set3_collectorgs195_speakergs1352_20_7.wav, 여기까지 오시느라 욕봤는데 시원한 냉수부터 한잔 드시소
st_set3_collectorgs195_speakergs1352_21_9.wav, 지진이 일어나면 어떻게 책상 밑으로 들어가 멈출 때까지 기다려야 됩니다.
st_set3_collectorgs195_speakergs1352_22_10.wav, 요새 날씨가 가물어서 농사도 못 짓고 계속 집에만 있으니까 정말 답답하네요.
st_set3_collectorgs195_speakergs1352_23_8.wav, 오랜만에 가족끼리 예식 한번 하자고 하는데 그것도 못하면 우여하는 겨
st_set3_collectorgs195_speakergs1352_24_9.wav, 새 옷 입으니까 사람이 달라 비는데 전부터 내가 옷 좀 사 입으라고 안 그러더나?
st_set3_collectorgs195_speakergs1352_25_9.wav, 처음 시집 왔을 때 생선국을 보고 이거 비린내 나가 내가 왜 물지 걱정했니더.
st_set3_collectorgs195_speakergs1352_26_9.wav, 밀가루가 너무 시끄러워서 못 먹겠는데 냉장고에 다른 과일 있으면 좀 내올래?
st_set3_collectorgs195_speakergs1352_27_10.wav, 오랜만에 조캐를 보니까 못 알아볼 정도로 헐쩍 커버리니까 깜짝 놀랬데이
st_set3_collectorgs195_speakergs1352_28_10.wav, 수술비가 한두 푼이 아닌데 갑자기 돈 이바구를 하면 어쩌라는 말이고
st_set3_collectorgs195_speakergs1352_29_9.wav, 추석 때 잘 지내면서 조상한테 감사하다고 인사 잘 지내야 된데이.
st_set3_collectorgs195_speakergs1352_2_9.wav, 수박은 큰 게 맛있다고 하는데 참외는 작은 게 맛있는 건 기억이 안 나요
st_set3_collectorgs195_speakergs1352_30_10.wav, 등더리에 살밑이 다 베어졌는데 연고를 바르니까 희한하게 금방 깔아왔네요.
st_set3_collectorgs195_speakergs1352_31_9.wav, 나이가 드니깐 기기가 어두워져가 사람들이 무시 말을 해도 잘 못 알아듣겁니다.
st_set3_collectorgs195_speakergs1352_32_10.wav, 시아버님께서 옷차려 입고 나가시면 사람들이 가다쟁이라고 많이 말씀하셨습니다.
st_set3_collectorgs195_speakergs1352_33_10.wav, 애놈들이 살을 다 빼끌어 가버려서 없으니깐 맨날 꽁보리 맘마 못 먹었지롱
st_set3_collectorgs195_speakergs1352_34_8.wav, 채도에 걸리면 얼굴이 노랗게 돼가지고 사람이 기운이 하나도 없어 비니더
st_set3_collectorgs195_speakergs1352_35_10.wav, 돼지 머리 갖다 놓고 쿠팡 벌리면 동네 사람들 쭉 와가 구경도 하고 그랬었네
st_set3_collectorgs195_speakergs1352_36_9.wav, 너무 무식구디기가 어딘지 아는 사람들은 다른 집 무식구디기를 빼가기도 했지롱
st_set3_collectorgs195_speakergs1352_37_10.wav, 뱀에 물리면 병원에 가야지 된장 같은 걸 마음대로 바르면 큰일 납니다
st_set3_collectorgs195_speakergs1352_39_10.wav, 닭을 달구통에 넣어두지 않으면 밤에 삼짐성이 내려와 물고 가버립니다.
st_set3_collectorgs195_speakergs1352_3_8.wav, 비단을 왜 짜는지 그 과정을 한번 좀 말씀해 주실랍니까?
st_set3_collectorgs195_speakergs1352_40_10.wav, 콘서트에 코드를 너무 많이 꼽으면 불이 날 수 있으니깐 정말 위험합니다.
st_set3_collectorgs195_speakergs1352_41_11.wav, 자식들 때문에 열심히 살았는디 인자 자식들이 이렇구럼 날 챙겨주니끼니 고맙지롱
st_set3_collectorgs195_speakergs1352_42_10.wav, 태풍때문에 바람이 불어서 산사태가 날까봐 잠을 한숨도 못잤습니다.
st_set3_collectorgs195_speakergs1352_43_10.wav, 배를 짜다가 줄이 터져버리면 끊어진 배를 막아 이사 다시 짜야 합니다
st_set3_collectorgs195_speakergs1352_44_10.wav, 동네에서 무슨 사고라도 생기면 마을 사람들이 굿쟁이를 불러가 굿하고 그랬습니다.
st_set3_collectorgs195_speakergs1352_45_9.wav, 감기약 먹고 잡으러 갈 때에는 사고 날 수 있으니 기운기 물지 마시소.
st_set3_collectorgs195_speakergs1352_47_9.wav, 된장국 끓이고 호박회가 양념장으로 비벼 먹으면 달달한게 맛있습니다
st_set3_collectorgs195_speakergs1352_48_10.wav, 올해는 날씨가 좋아가 노세도 잘되고 밭디기로 팔아 하이겐 내 기분 좋니더
st_set3_collectorgs195_speakergs1352_49_11.wav, 요새는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 잃어버려서 큰일입니다.
st_set3_collectorgs195_speakergs1352_4_11.wav, 마을 모순끄는 날에는 사람들이 같이 이계적에 다니면서 품마실을 합니다.
st_set3_collectorgs195_speakergs1352_50_10.wav, 낭낭함은 지인하고 일꾼들이 음식도 농갈라 먹고 술도 마시고 그랩니더
st_set3_collectorgs195_speakergs1352_51_11.wav, 우리 어머니는 솜씨가 좋아가 옷도 잘 맹글고 음식도 맛깔나구로 했습니다
st_set3_collectorgs195_speakergs1352_52_8.wav, 윤디를 하루에 올려놓고 뜨겁고 달고가 윤디질을 하지료
st_set3_collectorgs195_speakergs1352_53_9.wav, 지금 얼른 밥상부터 차릴테니깐 배가 고프더라도 조금만 참으세요
st_set3_collectorgs195_speakergs1352_54_9.wav, 톤은 트랙이 까만 것도 있고 빨간 것도 있는데 극해도 누른 게 제일 많지롱
st_set3_collectorgs195_speakergs1352_56_11.wav," 날이 짙고 손도 시렵지만, 극해도 우리 일이니깐 별로 피곤한 줄도 모르겠다."
st_set3_collectorgs195_speakergs1352_57_9.wav, 올해는 날씨도 좋았고 비도 적당하게 와서 밭농사가 정말 잘되더라
st_set3_collectorgs195_speakergs1352_59_8.wav, 알라가 놀이공원에 가자고 저렇게 짭치는데 바빠도 한번 가보시더
st_set3_collectorgs195_speakergs1352_60_9.wav, 일이 힘들어도 돈벌이가 손주들 용돈도 농돈이라도 줄 수 있으니까 좋지롱
st_set3_collectorgs195_speakergs1352_61_13.wav, 이 구죽씨는 지은지 5년이 되니까 굽이 다 달아가지고 이제는 버려야겠다.
st_set3_collectorgs195_speakergs1352_62_8.wav, 날이 더우면 소금을 조금만 넣고 추우면 많이 넣고 그래야 맛이 제대로 납니다
st_set3_collectorgs195_speakergs1352_63_11.wav, 나물 무칠때에는 간을 강한 물이 하구로 맞춰야지 안그러면 썸맛이 나서 안돼
st_set3_collectorgs195_speakergs1352_64_9.wav, 담장은 납닥한 돌비를 가지고 쭉 이어댕기기로 하는데 다 그렇지는 않습니다.
st_set3_collectorgs195_speakergs1352_65_10.wav, 여기는 전에 살던 부부보다 시설도 좋고 애들 학교도 정말 가깝고 좋아요
st_set3_collectorgs195_speakergs1352_66_9.wav, 휴가 때문에 사람들이 여기 놀러와서 쓰레기를 버리는 느낌이 엄청 시렵다.
st_set3_collectorgs195_speakergs1352_67_9.wav, 오늘 비 올 것 같으니깐 우산 챙겨서 잊어버리지 말고 다른데 챙겨 온나
st_set3_collectorgs195_speakergs1352_68_8.wav, 여기는 총구수이라 빙원에 가려고 하면 차를 타고 한참 나가야 됩니다.
st_set3_collectorgs195_speakergs1352_69_9.wav, 가족들이 해돋이 보면서 새해 다짐도 하고 소원도 빌고 올랐고 해요.
st_set3_collectorgs195_speakergs1352_6_11.wav, 삼신 할매한테 자식들 공부 잘하고 가족들 건강하고 학으로 해달라고 빌었지롱.
st_set3_collectorgs195_speakergs1352_70_9.wav, 얼라가 어제부터 열이 안떨어지는데 이러다가 큰일 나는거 아닌지 모르겠다
st_set3_collectorgs195_speakergs1352_71_9.wav, 호피가 안 멈추고 이렇게 계속 나면 병원에 가봐야 하는 거 아닌가?
st_set3_collectorgs195_speakergs1352_72_9.wav, 요새는 애물도 많이 하지만 옛날에 우리 결혼할 때는 생각도 못했습니다.
st_set3_collectorgs195_speakergs1352_73_7.wav, 겨울에는 주저삼안에 속해뭉치를 엮고 꼬매 입습니다
st_set3_collectorgs195_speakergs1352_74_9.wav, 지금 안기도 짙고 파도가 높아서 배가 많이 멍댕긴다고 하데요.
st_set3_collectorgs195_speakergs1352_75_8.wav, 이붓이 좀 시끄러워도 사이가 불편할까봐 고마 참고 사니더
st_set3_collectorgs195_speakergs1352_76_9.wav, 지난주에 상초도 숨겨놔 왔으니깐 4월 초쯤 되면 먹을 수 있을 겁니다
st_set3_collectorgs195_speakergs1352_77_10.wav, 여기는 시골이라 교통이 좀 불편한디 공기도 깨끔하고 경치가 참 좋아예
st_set3_collectorgs195_speakergs1352_78_13.wav, 시래기를 새끼에 영따서 말려 놓았다가 나중에 국기를 떼어 먹으면 맛있어요
st_set3_collectorgs195_speakergs1352_79_8.wav, 돼지 잡을 때는 어른이 열어붙어야지 안그러면 힘들어가 못잡니다
st_set3_collectorgs195_speakergs1352_7_11.wav, 방에 가래떡하고 술을 차려 놓았으니 편하게 드시면서 말씀 나누시오.
st_set3_collectorgs195_speakergs1352_80_10.wav, 빨리 먹으면 과식하게 되니까 배고파도 천천히 드시는게 좋습니다
st_set3_collectorgs195_speakergs1352_81_11.wav, 비가 많이 오면 축대부터 살피고 위험하다 싶으면 퍼뜩 집에서 나와야 합니다
st_set3_collectorgs195_speakergs1352_82_7.wav, 운동을 안하면 좋은 약을 많이 먹어도 아무 소용이 없습니다.
st_set3_collectorgs195_speakergs1352_83_10.wav, 더럽은 살짝이 대추가 묻혀 먹기도 하고 꼬치장에 찍어 먹기도 했어요
st_set3_collectorgs195_speakergs1352_84_11.wav, 어릴 때 학교는 못 가고 풀비로 가고 소풀미기로 다니고 그랬니더.
st_set3_collectorgs195_speakergs1352_85_11.wav, 여름철에는 모든 음식을 잘 익혀 먹고 물도 꼭 끓여 먹어야 해요.
st_set3_collectorgs195_speakergs1352_86_12.wav, 목욕탕을 피우면 화재 위험이 있으니 목욕탕을 쳐 놓고 주무시는게 좋아요
st_set3_collectorgs195_speakergs1352_87_12.wav, 엘리베이터에 가두키면 우륵으로 나오려고 하지 말고 비상벨을 눌려서 도움을 청하이소.
st_set3_collectorgs195_speakergs1352_88_10.wav, 손님이 시수하러 오면 많이는 못드려도 쌀을 조금씩 담아 드리고 그랩니다
st_set3_collectorgs195_speakergs1352_8_12.wav, 비틀로 옷 만들어 입으셨다구요. 가는데 옷 맹거는 과정을 알려 주실랍니까?
st_set3_collectorgs195_speakergs1352_90_9.wav, 우리 며느리는 농사일은 잘 못해도 청소 하나는 정강시럽으로 잘 합니다
st_set3_collectorgs195_speakergs1352_92_9.wav, 처음에는 형한테 화가 많이 났는데 이야기를 듣다보니 이해가 되더라구요.
st_set3_collectorgs195_speakergs1352_93_10.wav, 산비는 하루 저녁만 많이 짜는데 맹주는 촘촘해서 하만 짜도 많이 못짜요
st_set3_collectorgs195_speakergs1352_94_13.wav, 가스레인지에 불을 켜놓은걸 잊어버려서 음식을 막아 태워버립니다.
st_set3_collectorgs195_speakergs1352_95_9.wav, 오랫동안 한 동네에서 살았던 할미인데 돌아가시니깐 맴이 아프네요.
st_set3_collectorgs195_speakergs1352_96_8.wav, 철압약은 시간을 맞춰서 챙겨 드셔야지 안 그러면 효과가 없습니다.
st_set3_collectorgs195_speakergs1352_97_10.wav, 집에 돌아오고 있기에 문이 열려있고 빼다지에 여어둔 돈이 전부 없어집니다.
st_set3_collectorgs195_speakergs1352_98_13.wav, 아들 오늘 중요한 시험이 있기니 이 생렷하고 찰싹떡하고 먹고 심내서 시험 잘 보거라이
st_set3_collectorgs195_speakergs1352_99_9.wav, 옛날부터 조상 꿈이나 돼지 꿈을 꾸면 집에 돈 들어온다고 좋아했지료.
st_set3_collectorgs195_speakergs1352_9_8.wav, 겨울에 먹을 채소나 과일 같은 것은 어디에 보관했습니까?
st_set3_collectorgs195_speakergs1424_100_9.wav, 농구석이라 젊은 사람은 함부로 없고 전부 노인들만 있으니깐 농사지기도 힘들어요
st_set3_collectorgs195_speakergs1424_101_8.wav," 소도 사람 면치로 잘 먹여야 근육도 붙고, 심도 생겨서 일을 잘 하지롱"
st_set3_collectorgs195_speakergs1424_102_9.wav, 옥가심을 자를때는 미리 손을 끊어놓아야 똑바로 잘 끌 수 있어요
st_set3_collectorgs195_speakergs1424_103_8.wav, 올해는 배추 농사를 망오가 짐장을 하려면 배추를 좀 사와와 담가야 되겠네
st_set3_collectorgs195_speakergs1424_104_8.wav, 우리 메누리는 자식들 잘 챙기고 착해가지고 내가 얼마나 자랑하고 다닌다고
st_set3_collectorgs195_speakergs1424_105_9.wav, 배추 한 포기를 키우는 것도 이렇게럼 힘든데 어머니는 왜 평생을 농사를 짓고 살았을까?
st_set3_collectorgs195_speakergs1424_106_9.wav, 비가 올 줄도 모르고 세차를 하루 종일 열심히 했는데 완전히 헛수고했다
st_set3_collectorgs195_speakergs1424_107_8.wav, 오새는 시월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 골물이 많았어
st_set3_collectorgs195_speakergs1424_108_9.wav, 전화를 하고 싶었는데 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화를 못했습니다.
st_set3_collectorgs195_speakergs1424_109_8.wav, 어머 지금 차타고 저아갈라고 하는데 혹시 엄내로 나가시면 태워드릴까요?
st_set3_collectorgs195_speakergs1424_30_11.wav, 덩어리에 살물질이 다 벗겨졌는데 연구를 보니까 희한하고도 금방 가라앉았네
st_set3_collectorgs195_speakergs1424_31_7.wav, 나이가 드니깐 기기가 어두워져서 사람들이 무슨 말을 해도 잘 못 알아듣겠니더
st_set3_collectorgs195_speakergs1424_32_8.wav, 시알빅집께서 옷차림을 잘 하시고 나가시면 사람들이 가다재이라고 말하십니다.
st_set3_collectorgs195_speakergs1424_33_9.wav, 애놈들이 쌀을 다 삐끄러 갚아버려서 없으니깐 맨날 꽁보리 밥밖에 못 먹었지롱
st_set3_collectorgs195_speakergs1424_34_7.wav, 채독에 걸리면 얼굴이 노랗게 돼가지고 사람의 기운이 하나.
st_set3_collectorgs195_speakergs1424_35_8.wav, 돼지머리 갖다 놓고 쿠팡 벌리면은 동네 사람들이 쭉 와서 유행도 하고 그랬습니다.
st_set3_collectorgs195_speakergs1424_36_8.wav," 너메, 너메 무시 구더기가 어딘지 아는 사람들은 다른 집 무시를 몽땅 빼가도록 했지롱"
st_set3_collectorgs195_speakergs1424_37_7.wav, 베미에 물리면 병원에 가야지 된장 같은 바르면 큰일 납니다
st_set3_collectorgs195_speakergs1424_38_8.wav, 평생을 농사만 지으니깐 허리가 굽어져서 인자는 똑바로 걸을 수가 없니더
st_set3_collectorgs195_speakergs1424_39_8.wav, 달걀을 달구통에 넣어두지 않으면 밤에 산에 있는 짐승들이 내려와서 물고 가버립니다.
st_set3_collectorgs195_speakergs1424_40_8.wav, 콘센터에 코드를 너무 많이 꼽으면 불이 날 수 있겠네. 정말 위험합니다.
st_set3_collectorgs195_speakergs1424_41_10.wav, 자식들 때문에 열심히 살았는데 이제 자식들이 이렇게 날 챙겨주니까 고맙지요.
st_set3_collectorgs195_speakergs1424_42_9.wav, 폭풍때문에 바람이 너무 시게 부니까 산사태가 날까봐 잠을 한눈도 못잡습니다.
st_set3_collectorgs195_speakergs1424_43_7.wav, 배를 짜다가 줄이 터져버리면 끊어진 자를 사서 다시 짜야합니다
st_set3_collectorgs195_speakergs1424_44_8.wav, 동네에서 무슨 사고라도 생기면 마을 사람들이 구찌를 불러와서 굿하고 그랬습니다.
