audio_path,Inference_result
st_set3_collectorgs237_speakergs3725_107_8.wav,오새는은 세월이 좋다만 우리 클 때는 하고 싶은 것도 무고 들로
st_set3_collectorgs237_speakergs3725_108_10.wav,전화를 하고 시펀는디 얘기는 중간에 전화하러 나오기가 어려워가 집에 전화 모핸니더
st_set3_collectorgs237_speakergs3725_109_9.wav,어무이 지무 차 타고 자 나갈라꼬 하는디 혹시 읍내로 나가시 들어 드릴께요
st_set3_collectorgs237_speakergs3725_10_8.wav,어깨가 뻐근한디 얼음 뜸질 좀 하구로 냉장고에 얼음 좀 내 도래이
st_set3_collectorgs237_speakergs3725_11_8.wav,마를 계속 관리해야지 안 그라러 금새 잡초가 자래가 엉망이 돼요
st_set3_collectorgs237_speakergs3725_12_9.wav,옛날레에는 무글 것이 업쓰니끼네 겨울에 고드름도 마따꼬 따 묵꼬 그랬지요
st_set3_collectorgs237_speakergs3725_13_10.wav,지사를 안 모실 것 같트면 모리지만 지사를 모실 것 같으만 정성을 드들여야 함니더
st_set3_collectorgs237_speakergs3725_14_11.wav,밭이 별로 크지 아크 꺼네 카배추보다는 상초추 거튼 걸 무시 좋 조니더
st_set3_collectorgs237_speakergs3725_15_8.wav,옛날리에는 혼재 짐장을 게졌는데 요즘은 힘드러가 동네 사람들하고 거치 함니더
st_set3_collectorgs237_speakergs3725_16_8.wav,산에가서 조금만 댕겨보 지팽이 만들기 좋은 나무가 천지삐까리시더
st_set3_collectorgs237_speakergs3725_17_9.wav,다리도 아프고 날이 띠거우니끄네 저기 거렁지에서 잠시 시었다 갑시더
st_set3_collectorgs237_speakergs3725_18_11.wav,도리깨가 깨나 무우 허리 다칠 수 이쓰니꺼네 타작 털 때 살 드리래이
st_set3_collectorgs237_speakergs3725_19_10.wav,옛날에는 특별한 간식이 업쓰니꺼네 옥수깽이나 잠자 걸 먹고 그랜니더
st_set3_collectorgs237_speakergs3725_1_7.wav,둥가지로 쓸 나무는 또갈라가 저쪽 담장 밑에 쌓아두면 뎀니더
st_set3_collectorgs237_speakergs3725_20_7.wav,여까정 오시느라 욕 는디 시운한 냉수부텀 한 잔 드시소
st_set3_collectorgs237_speakergs3725_21_10.wav,지진이 일어나 어떡 책상 밑으로 들어가 멈출 때까지 기달려야 함니데이
st_set3_collectorgs237_speakergs3725_22_8.wav,요새 날씨가 가물 서 농사도 도 못 짓고 계속 집에만 이쓰니꺼네 정말 답네
st_set3_collectorgs237_speakergs3725_23_8.wav,오랜만에 가족끼리 외식 한번 하자고 하는디 그것도 우야능교
st_set3_collectorgs237_speakergs3725_24_9.wav,새 이브니꺼네 사람이 달라 비는디 전부텀 내 옷 좀 사 입라고 안 하더나
st_set3_collectorgs237_speakergs3725_25_9.wav,처음 시집 왔을 때 생선국을 보고 이거 비렁내가 나가 우예 무을지 걱쩡했는대
st_set3_collectorgs237_speakergs3725_26_9.wav,미감이 너무 새그러 무껜는디 냉장고에 다린 가일 이쓰만 좀 내 올래
st_set3_collectorgs237_speakergs3725_27_9.wav,오랜만에 조캐를 보이꺼네 몬 알아볼 정도로 훌쩍 삐리가 깜짹 놀떼이
st_set3_collectorgs237_speakergs3725_28_8.wav,수술비가 한두 푼이 아닌디 갑자기 이바구를 하만 어쩌라는 말이고
st_set3_collectorgs237_speakergs3725_29_8.wav,추석 때 차례 지내민서 조상한테 사하다가 인사를 잘 려야 덴데
st_set3_collectorgs237_speakergs3725_2_6.wav,수박은 큰 게 맛있다고 하는디 참외는 작은 게 마신니교
st_set3_collectorgs237_speakergs3725_30_11.wav,등리에 살 밑치 다 벗겨졌는디 연고를 바르니꺼 로 희아하구로 금방 까라안네요
st_set3_collectorgs237_speakergs3725_31_10.wav,나이가 드이꺼네 귀끼가 어두워져 두워져 사람들이 무신 말을 해도 잘 못 아라드니더
st_set3_collectorgs237_speakergs3725_32_10.wav,나아 옷 차려 고 나가시만 사람들이 가다재이라고 마이 말씀하셨니더
st_set3_collectorgs237_speakergs3725_33_10.wav,왜넘드들리 쌀을 다 빼끄러 삐리서 업쓰니끼네 만날 꽁당보리밥밖에 몬 무걷찌로
st_set3_collectorgs237_speakergs3725_34_10.wav,시아에 걸레만 얼굴리이 노랗게 돼 가지고 사람이 기운이 하나도 없어 비니더
st_set3_collectorgs237_speakergs3725_35_9.wav,대지머리 갖다 놓고 판 벌리면 동네 사람들 쭉 와가 기겡도 하고 그랬슴니더
st_set3_collectorgs237_speakergs3725_36_9.wav,너므은 무시 구디가 어딘지 아는 사람들은 다른 집 무시를 빼가기도 했지로
st_set3_collectorgs237_speakergs3725_37_9.wav,배미에 무리만 아야지 된장 거튼 거 대로 바르 큰크일닐남니더
st_set3_collectorgs237_speakergs3725_38_9.wav,평생을 농사만 지시니꺼네 허리가 구어가 인자는 똑바로 걸을 수가 없니더
st_set3_collectorgs237_speakergs3725_39_9.wav,아을 구통에 넣어두지 않으만 밤에 산짐승이 내려 물고 가립니더
st_set3_collectorgs237_speakergs3725_3_6.wav,비단을 우예 짜는지 그 과정을 한번 좀 말씀해 주실랍니꺼
st_set3_collectorgs237_speakergs3725_40_8.wav,콘센트에 코드를 너무 마이 꼬으만 불이 날 수 이쓰니꺼네 정말 위험함니데이
st_set3_collectorgs237_speakergs3725_41_10.wav,자슥뜰 때미네 열심히 사란는디 인자 자슥들 러쿠롬 날 챙겨주니꺼네 고맙찌로
st_set3_collectorgs237_speakergs3725_42_9.wav,태풍 때미네 람래이 씨게 부니꺼네 산 산가태가 잠을 숨도 못 함니데
st_set3_collectorgs237_speakergs3725_43_9.wav,소를 짜다가 줄이 터져 삐만 끊어진 데를 마카 이사가 다시 짜야 함니데이
st_set3_collectorgs237_speakergs3725_44_9.wav,동네에서 무신 사고라도 생기면 마을 사람들이 굿째이 굿하고 그랬씸니더
st_set3_collectorgs237_speakergs3725_45_9.wav,감기약 무꼬 자부러울 때는 사고 날 수 이쓰니꺼네 운기 경운기 몰지 마이소
st_set3_collectorgs237_speakergs3725_46_8.wav,남자은 먹악도 씨름도 하 고 여아들은 강술면 노었지요
st_set3_collectorgs237_speakergs3725_47_9.wav,된장국 끼리고 호박밥 해가 양념장으로 비 무만 짜 싣니더
st_set3_collectorgs237_speakergs3725_48_9.wav,올해는 날씨가 아가 농새도 아고 받띠기로 팔고 하이꺼네 존니더
st_set3_collectorgs237_speakergs3725_49_8.wav,요새는 시간이 조금만 지나도 잊저삐고 물건도 자주 일가뿌려서 큰크일임니더
st_set3_collectorgs237_speakergs3725_50_8.wav,상랑하믄만 쥐인하고 일꾼들 음식도 갈라 무꼬 술도 마시고 그랜니더
st_set3_collectorgs237_speakergs3725_51_8.wav,어우리 어무이는 솜씨가 조아가 옷도 도 잘 글고 음식도 마깔나구로 해씀니더
st_set3_collectorgs237_speakergs3725_52_7.wav,윤디를 하로루에 올려놓고 뜨겁꾸로 달 윤디지를 하지요
st_set3_collectorgs237_speakergs3725_53_8.wav,지아 얼 상 릴 테니꺼 배가 고프더라도 조금만 참으이소
st_set3_collectorgs237_speakergs3725_54_8.wav,는 터래기 까만 것도 있고 빨간 것도 있는디 그캐도 누른 기 제일 만치로
st_set3_collectorgs237_speakergs3725_55_10.wav,시아임께 늦느께까정 안 드어오면 홀 해 가 불 켜 놓고 밤새 기다리고 그랜니더
st_set3_collectorgs237_speakergs3725_56_9.wav,날이 칩고 손도 시럽렵만 그케도 도 우리 일이꺼네 별로 피곤한 줄 모르걷다
st_set3_collectorgs237_speakergs3725_57_9.wav,올해는 날씨도 좋았고 비도 적당하구로 와가 밭농새가 정말 잘 편게요
st_set3_collectorgs237_speakergs3725_58_9.wav,자슥 서울에서 직장 댕기는디 바빠서 연락은 잘 못해도 잘 안켄는겨
st_set3_collectorgs237_speakergs3725_59_8.wav,알라가 에 가자고 저렇게 잡치는디 바빠도 한 번 가 보시더
st_set3_collectorgs237_speakergs3725_5_8.wav,여유가 있는 사람들은 개아 집 지을 때 보통 몇 칸짜리 집을 지얻씀니껴
st_set3_collectorgs237_speakergs3725_60_9.wav,일이 힘들어도 돈 버리니까 손주들 용돈이라도 줄 수 이쓰니 조치로
st_set3_collectorgs237_speakergs3725_61_11.wav,이 구죽 신은 지 오 년이 지내이꺼 굽이 다 딸가 인자는 내삐리야겠따
st_set3_collectorgs237_speakergs3725_63_8.wav,나무 무칠 때 간을 강가무리하구로 맞춰야지 안 그라몬 쓴 맛이 안 서 안 덴데
st_set3_collectorgs237_speakergs3725_64_10.wav,담장은 납딱 돌삐를 가지고 쭉 이어 맹글기도 하는디 다 그렇지는 안니디
st_set3_collectorgs237_speakergs3725_65_9.wav,여개는 전에 살던 데보 시설도 좋고 애들 해교도 정말 가짜바서 조아예
st_set3_collectorgs237_speakergs3725_66_10.wav,휴가 때만 데만 사람들이 여개 놀러 러와가 씨래기를 내삐리니끼니 어시럽다
st_set3_collectorgs237_speakergs3725_67_10.wav,오늘 비 올 것 가트니꺼네 우산 챙겨가 이자삐리지 말고 단 챙겨 온나
st_set3_collectorgs237_speakergs3725_68_8.wav,여개는 촌구석이라 병어 갈라꼬 하만 차를 타고 참 가야 데니더
st_set3_collectorgs237_speakergs3725_69_8.wav,가족끼리 해돋 보면서 새해 다짐도 하고 소원도 빌고 라꼬 해요
st_set3_collectorgs237_speakergs3725_6_9.wav,삼신할한 자슥들 공부 잘하고 가족들 건강고 라 달고 빌었지요
st_set3_collectorgs237_speakergs3725_70_10.wav,알라가 어제부텀 열 열 안 떠러지는디 이라다 킬 나는 애닌지 모르걷다
st_set3_collectorgs237_speakergs3725_71_7.wav,코피가 멈치고 이러쿠럼 계속 나면 병원에 가봐야 하는 아인겨
st_set3_collectorgs237_speakergs3725_72_8.wav,아물도 마이 하지만 옛날에 우리 결혼할 때는 생각도 했니더
st_set3_collectorgs237_speakergs3725_73_8.wav,개울 는 우적 안에 뭉치 여코 꼬매가 먹니더
st_set3_collectorgs237_speakergs3725_74_8.wav,지금 안기도 짙고 파도가 노파가 배가 만괴 못 댕긴다고 하대예
st_set3_collectorgs237_speakergs3725_75_8.wav,이시 좀 시끄러워도 이 사이 불편해질까 봐 고마 참고 사니데이
st_set3_collectorgs237_speakergs3725_76_10.wav,지난주에 상초도 숭카 으꺼 월 초쯤 데되만 무글 수 있을 낌니더
st_set3_collectorgs237_speakergs3725_77_8.wav,여기는 시골이라 교통이 좀 불편한디 공기도 깨끔하고 경치가 참 좋아요
st_set3_collectorgs237_speakergs3725_78_10.wav,시라기를 새이끼에 엮따가 말려 놨다서 난중에 국 끼릴 무그만 마있어예
st_set3_collectorgs237_speakergs3725_79_7.wav,돼지 잡을 때는 어른이 여럿 붙어야지 안 그라모 힘들러어가 못 잠니데이
st_set3_collectorgs237_speakergs3725_7_9.wav,방에 가리떡하고 술을 차려 르니 편하게 드시면서 말씀서 나누시소
st_set3_collectorgs237_speakergs3725_80_9.wav,빨리 무그만 과식하게 데니께네 배고파 찬히 드시는 기 좋조슴니더
st_set3_collectorgs237_speakergs3725_81_8.wav,비가 마이 오만 축 부터 살피고 위험하다 싶시지만 퍼뜩 집에서 나와야 함니더
st_set3_collectorgs237_speakergs3725_82_6.wav,운동 만 좋은 약을 마이 무어도 아무 업습니대이
st_set3_collectorgs237_speakergs3725_83_8.wav,더릅은 살째기 데쳐가 문쳐 먹기도 하고 꼬치장에 찍어 무끼도 해써예
st_set3_collectorgs237_speakergs3725_84_8.wav,어릴 때 핵는 못 가고 풀 비러 소 풀 먹이러 다니고 그랜니더
st_set3_collectorgs237_speakergs3725_85_8.wav,여름철 는 모든 음식을 잘 익카 물도 꼭 끼린 것만 드셔야 데예
st_set3_collectorgs237_speakergs3725_86_8.wav,모기향을 피우만 화재 위험이 이쓰니까네 모구장을 쳐놓고 주무시는 기 조아요.
st_set3_collectorgs237_speakergs3725_87_10.wav,엘리베터에 가두키만 우러그로 나올라꼬 하지 말고 비상벨을 누질러서 도움을 청하이소
st_set3_collectorgs237_speakergs3725_88_7.wav,스님 시주하러 오만 마이는 못 드려도 쌀을 쪼매쓱 아드리고 그랜니더
st_set3_collectorgs237_speakergs3725_89_9.wav,일을 잘할 수 수쓰만 지가 맡아서 하든지 아니면 당신이 노가리는 하지 말아야지
st_set3_collectorgs237_speakergs3725_8_9.wav,비틀로 옷을 만드라 입으브셨다고 는디 옷 맹그는 과정을 주실람니껴
st_set3_collectorgs237_speakergs3725_90_8.wav,우리 메느리는 농사 일은 잘 못해도 소 하나는 정강시럽로 잘 하니다
st_set3_collectorgs237_speakergs3725_91_9.wav,점심 돌잔치 가 어띠찌나 많이 무간는지 배불러서 저녁을 무겠게요
st_set3_collectorgs237_speakergs3725_92_8.wav,여음는 형한테 화가 마이 나 는디 이야기를 듣다 보니까네 이해가 데더라고예
st_set3_collectorgs237_speakergs3725_93_8.wav,여기는 하루 저녀기만 마이 짜는디 멩주는 촘해서 암만 짜도 마이 못 짜예
st_set3_collectorgs237_speakergs3725_94_8.wav,가스레인지 나은 걸 이저삐리서 음식을 마카 카 태울 핸이다이
st_set3_collectorgs237_speakergs3725_95_9.wav,오랫동안 한 동네에 살았던 할마닌데 도라가시니께 마있어대
st_set3_collectorgs237_speakergs3725_96_8.wav,혈압약 시간을 마쳐 챙겨 드셔야지 안 그라면 효과가 업씀니다
st_set3_collectorgs237_speakergs3725_97_10.wav,에 아와 보이꺼네 이 열려 있고 빼다지 여어 돈이 전부 업어써젼니더
st_set3_collectorgs237_speakergs3725_98_9.wav,아오늘 오늘 중요한 시험 보니꺼네 이 고 찹쌀떡고 고 심내서 시험 잘 바래이
st_set3_collectorgs237_speakergs3725_99_8.wav,옌날부텀 꿈만 대지 꿈 꾸만 집에 돈 들 온다고 좋아했지로
st_set3_collectorgs237_speakergs3725_9_7.wav,겨울에 먹을 채소나 가일 은 것은 어오데 보 해씀니껴
st_set3_collectorgs238_speakergs2152_0_8.wav,친정 동네하고 이 동네하고 차례 지낼 때 상 차리는 건 뭐가 다릅니까
st_set3_collectorgs238_speakergs2152_100_8.wav,촌구수기라 젊은 사람은 아 없고 전부 노인들만 있으니까 농사 짓기도 힘들어요
st_set3_collectorgs238_speakergs2152_101_6.wav,소도 사람처럼 잘 먹어야 근육도 붙고 생겨서 일도 잘하지요
st_set3_collectorgs238_speakergs2152_102_7.wav,오까감을 자를 때는 미리 선을 그어 놓아야 똑바로 잘 자를 수 있어요
st_set3_collectorgs238_speakergs2152_103_8.wav,올해는 배추 농사 망쳐서 김장을 하려면 배추를 쫌 사 와서 담가야 되겠네
st_set3_collectorgs238_speakergs2152_104_6.wav,우리 메누리는 자식들 잘 챙기고 착해서 내가 얼마나 자랑을 하고 다닌다고요
st_set3_collectorgs238_speakergs2152_105_8.wav,배 한 포기 키우는 것도 이렇게 힘드데 어머이은 어떻게 평 평생 농사를 짓고 살셨을까
st_set3_collectorgs238_speakergs2152_106_6.wav,비가 올 줄도 모르고 세차를 하루 열심히 했는데 완전 했네
st_set3_collectorgs238_speakergs2152_107_7.wav,요새는 시월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 생 많았어요
st_set3_collectorgs238_speakergs2152_108_8.wav,전화를 하고 싶있는데 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화 못 못했습니다
st_set3_collectorgs238_speakergs2152_109_7.wav,어무이 지금 차 타고 장에 나가려고 하는데 혹 읍내로 나가시면 워 드릴게요
st_set3_collectorgs238_speakergs2152_10_10.wav,어끼가 뻐근한디 얼음 찜질 좀 하로 냉장고에 얼음 좀 꺼내 도래이
st_set3_collectorgs238_speakergs2152_11_9.wav,마다를 계속 관리해야지 안 그라모 금새 잡초가 자래가 엉망이 대요
st_set3_collectorgs238_speakergs2152_12_9.wav,옛날에는 무글 것 이 업쓰니꺼네 게겨울에 고드름도 맛있다고 따 묵꼬 그랬지요
st_set3_collectorgs238_speakergs2152_13_9.wav,제사를 안 모실 것 같으면 모르지만 지사를 모실 것 같으면 정성을 드려야 됩니다
st_set3_collectorgs238_speakergs2152_14_10.wav,밭이 별로 크지도 안으니까네 카배추보다는 상추 같은 걸 숨구는 게 게 좋습니다
st_set3_collectorgs238_speakergs2152_15_9.wav,옛날에 혼재 짐장을 했는데 요즘은 힘드러가 동네 사람들하고 같치 합니다
st_set3_collectorgs238_speakergs2152_16_8.wav,산에 가서 조금만 댕겨보면 지팽이 만들기 좋은 나무가 지까립니다
st_set3_collectorgs238_speakergs2152_17_8.wav,다리도 아프고 날이 뜨거우니까네 저기 거렁지에서 잠시 쉬었다 갑시다
st_set3_collectorgs238_speakergs2152_18_9.wav,도리깨가 깨나 무거워가 허리 다칠 수 이쓰니까네 타작 할때 살 뚜드리어요
st_set3_collectorgs238_speakergs2152_19_10.wav,옛날에는 특별한 간식이 업쓰니꺼네 옥수이나 감자 같은 걸 먹고 그랬습니다
st_set3_collectorgs238_speakergs2152_1_11.wav,둥가지로 쓸 무 또갈라가 저쪽 담장 밑에 쌓아 두만 됩니더
st_set3_collectorgs238_speakergs2152_20_8.wav,여기까정 오시느라 욕봤는데 시원한 냉수 수부터 한 잔 드시이소
st_set3_collectorgs238_speakergs2152_21_9.wav,지진이 어떤 책상 밑으로 들어가 멈출 때까 기달려야 함니데
st_set3_collectorgs238_speakergs2152_22_9.wav,요새 날씨가 가물어서 농사도 몬 짓고 계속 집에만 이쓰니까네 정말 답하네
st_set3_collectorgs238_speakergs2152_23_9.wav,오랜만에 가족끼리 외식 한 번 하자고 하는디 그것도 몬하면 우야능교
st_set3_collectorgs238_speakergs2152_24_10.wav,새옷 이브니꺼네 사람이 달라 비는디 전부텀 내가 내가 옷 좀 사 입으라고 안 하더나
st_set3_collectorgs238_speakergs2152_25_9.wav,음 시집 왔을 때 생선국을 보고 이거 비렁내가 어떻서 때게 무먹글지 걱정했습니다
st_set3_collectorgs238_speakergs2152_26_9.wav,밀감이 너무 새그러워서 못 묵껜는데 냉장고에 다린 가 가일 이쓰만 내올래요
st_set3_collectorgs238_speakergs2152_27_10.wav,오랜만에 조카를 보니꺼네 몬 알아볼 정도로 훌쩍 커 버리니까 깜짝 놀떼이
st_set3_collectorgs238_speakergs2152_28_11.wav,수술비가 한두 푼이 아닌데 갑째기 바구 하면 어쩌라는 말이고
st_set3_collectorgs238_speakergs2152_29_7.wav,추 때 차례 지내면서 조상한테 감사하다고 인사를 잘 해야 한데이
st_set3_collectorgs238_speakergs2152_2_7.wav,수박은 큰 맛있다고 하는디 참외는 작은 게 맛있다는 겁니다
st_set3_collectorgs238_speakergs2152_30_9.wav,등더리에 살 밑 다 껴졌는데 연고를 바르니꺼네 희안하고로 금방 까라안네요
st_set3_collectorgs238_speakergs2152_31_9.wav,나이가 드니꺼네 귀까 어두워져서 사람들이 무슨 말을 해도 잘 못 알아겠습니다
st_set3_collectorgs238_speakergs2152_32_9.wav,아버님께서 옷 차려 입고 나가시면 사람들이 가다제이라고 많이 말씀하십니다
st_set3_collectorgs238_speakergs2152_33_14.wav,애넘드리 쌀을 다 빼 버려서 업스니꺼네 만날 꽁당보리밥밖께 몬 무걷찌요
st_set3_collectorgs238_speakergs2152_34_9.wav,채독에 걸리만 얼굴이 노랗게 돼 돼지 람이 기운이 하나도 없어 졌니다
st_set3_collectorgs238_speakergs2152_35_9.wav,돼지머리 갖다 놓고 굿판 벌리만 동네 사람들 쭉 와가 기겡도 하고 그랬습니다
st_set3_collectorgs238_speakergs2152_36_9.wav,여기 구덩가 어 지 아는 사람들은 다른 집 무시를 빼가지고 했지요
st_set3_collectorgs238_speakergs2152_37_7.wav,배뱀미에 물리면 병원에 가야지 덴장 같은 거 마음대로 바르면 큰일 합니다
st_set3_collectorgs238_speakergs2152_38_7.wav,평생을 농사만 지으니꺼네 허리가 구버가 인자는 똑바리 걸을 수 없습니다
st_set3_collectorgs238_speakergs2152_39_10.wav,닭을 달구통에 넣어두지 않으만 밤 산짐승이 내려와가 물고 가 버립니다
st_set3_collectorgs238_speakergs2152_3_7.wav,단을 우예 짜는지 그 과정을 한번 좀 말씀해 주실랍니꺼
st_set3_collectorgs238_speakergs2152_40_9.wav,콘센트에 코드를 많이 꼬브만 불이 날 수 이쓰니까네 정말 위 험합니다
st_set3_collectorgs238_speakergs2152_41_8.wav,자슥뜰 때문에 열심히 살았는데 인자 자슥드리 이러쿠럼 날 챙겨주니꺼네 고맙지요
st_set3_collectorgs238_speakergs2152_42_10.wav,태풍 때문에 바래이 씨게 부꺼네 산사태가 날까봐 봐 잠을 한숨도 못 잤니다
st_set3_collectorgs238_speakergs2152_43_10.wav,배베를 짜다가 줄이 터져 삐만 끊어진 데를 마카 이사가 다시 짜 짜 합니다
st_set3_collectorgs238_speakergs2152_44_9.wav,동네에서 무신 사고라도 생기면 마을 사람들이 굿째이 불러가 굿하고 그랬습니다
st_set3_collectorgs238_speakergs2152_45_8.wav,감기약 무꼬 자부러울 때는 사고 날 수 이쓰니까네 겡운기 지 몰지 마시소
st_set3_collectorgs238_speakergs2152_46_7.wav,남자들은 농악도 하고 씨름도 하고 여자들은 강수월래 하면서 놀았지요
st_set3_collectorgs238_speakergs2152_47_8.wav,덴장 끼리고 박 해가 념장으로 비 무만 달싹칸 게 있습니다
st_set3_collectorgs238_speakergs2152_48_9.wav,올해는 날씨가 조아가 농사도 잘 됐고 받띠기로 팔고 하니꺼네 기분 좋습니다
st_set3_collectorgs238_speakergs2152_49_9.wav,요새는 시간이 조금만 지나도 다 이저삐고 물건도 자주 일가뿌리려서 큰일입니다
st_set3_collectorgs238_speakergs2152_4_9.wav,마을 모숨구는 날에는 사람들 같이 다니면서 품앗시를 합니다
st_set3_collectorgs238_speakergs2152_50_8.wav,상랑하면 쥐인하고 일꾼들이 음식도 농갈라 무꼬 술도 마시고 그랬습니다
st_set3_collectorgs238_speakergs2152_51_9.wav,우리 어무이는 솜씨가 조아가 옷도 잘 맹글고 음석도 잘 마깔나고로 했습니다
st_set3_collectorgs238_speakergs2152_52_6.wav,윤디를 하루에 올려놓고 뜨겁로 달궈가 윤디지를 하지요
st_set3_collectorgs238_speakergs2152_53_7.wav,지금 얼렁 밥상부터 테니까네 배가 고프더라도 조금만 차므이소
st_set3_collectorgs238_speakergs2152_54_10.wav,소는 트레기 까만 것도 있고 빨간 것도 있는 그게 누런 기 제일 많치요
st_set3_collectorgs238_speakergs2152_55_12.wav,시아버님께서 늦께까정 안 들러오만 홀빈해가 불 켜 놓고 밤새 기다리고 그랬습니다
st_set3_collectorgs238_speakergs2152_56_10.wav,날이 춥고 손도 시렵지만 그래도 우리 일이꺼네 별로 피곤한 줄도 모리겠다
st_set3_collectorgs238_speakergs2152_57_9.wav,올해는 날씨도 좋았고 비도 적당하구로 와 농사가 정말 잘 덴 편이요
st_set3_collectorgs238_speakergs2152_58_8.wav,자슥들 서울에서 직장 댕기는디 바빠가 연락은 잘 몬해도 잘 있지 안습니까
st_set3_collectorgs238_speakergs2152_59_10.wav,알라가 놀이공원에 가자고 저렇게 짭치는데 바빠도 한 번은 가보시다
st_set3_collectorgs238_speakergs2152_5_9.wav,여유가 있는 사람들은 개 집 지을 때 보통 몇 칸짜리 집을 지었습니까
st_set3_collectorgs238_speakergs2152_60_7.wav,일이 힘들어도 돈 버리가 손주들 용돈이라도 줄 수 이쓰니께 좋지요
st_set3_collectorgs238_speakergs2152_61_8.wav,이 구두 신은 오년이 지나니께 굽이 다 달라서 이제는 내버려야겠다
st_set3_collectorgs238_speakergs2152_62_7.wav,날이 더우면 조금을 넣고 추우면 많이 넣고 그래야 맛이 제대로 합니다
st_set3_collectorgs238_speakergs2152_63_8.wav,나물 무칠 때는 간을 간 잘 잘 맞춰야지 안 그러면 쓴맛이 나서 안돼요
st_set3_collectorgs238_speakergs2152_64_9.wav,담장은 납작칸 돌멩이를 가지고 쭉 이어 만들기도 하는데 다 그렇지는 않아요
st_set3_collectorgs238_speakergs2152_65_8.wav,여기는 전에 살던 데보다 시설도 좋고 들 애들 학교도 정말 가까워서 가까 좋아요
st_set3_collectorgs238_speakergs2152_66_7.wav,휴가 때만 되면 사람들이 여기 놀 와서 쓰레기를 보버리니까 긋지긋하니다
st_set3_collectorgs238_speakergs2152_67_8.wav,오늘 비 올 것 같트니까네 우산 챙겨 가고 이어 리 말고 잘 챙겨 와라
st_set3_collectorgs238_speakergs2152_68_8.wav,여기는 촌구석이라 병원에 가지고 하면 차를 타고 한참을 나가야 됩니다
st_set3_collectorgs238_speakergs2152_69_7.wav,가족끼리 해돋이 보면서 새해 다짐도 하고 소원도 빌도 해요
st_set3_collectorgs238_speakergs2152_6_10.wav,삼신할매한테 자슥들 부 잘하고 가족들 건강하구로 달라고 빌었지로
st_set3_collectorgs238_speakergs2152_70_7.wav,비가 어제부터 열이 안 떨어지는데 큰일 나는 거 아닌지 모르겠다
st_set3_collectorgs238_speakergs2152_71_7.wav,피가 안 멈추고 이계속 나면 병원에 가봐야 하는 아네요
st_set3_collectorgs238_speakergs2152_72_6.wav,요새는 예물도 많이 하지만 옛날에 우리 결혼할 때는 생각도 했어요
st_set3_collectorgs238_speakergs2152_73_7.wav,여해에만는 안리에 솜뭉치를 넣고 매서 입었습니다
st_set3_collectorgs238_speakergs2152_74_6.wav,지금 안개도 짙고 파도가 높아서 배가 전혀 못 되더다예요
st_set3_collectorgs238_speakergs2152_75_6.wav,이웃이 좀 시끄러워도 사이가 불편해질까 봐 냥 참고 살았습니다
